customer_id,order_id,offer_id,timestamp
93603,1375,3,2025-07-09
48322,1384,2,2025-07-22
57144,1389,2,2025-12-09
94366,1398,3,2025-07-14
18985,1399,1,2025-02-08
88022,1404,1,2025-08-16
18039,1421,4,2025-09-16
67107,1423,4,2025-05-03
49133,1424,4,2025-05-19
67091,1426,2,2025-04-26
35846,1433,2,2025-06-06
37177,1461,3,2025-08-26
91827,1463,4,2025-08-30
78112,1464,4,2025-02-17
57545,1468,4,2025-07-01
48284,1478,2,2025-05-10
42234,1483,3,2025-05-14
30663,1484,4,2025-10-07
77718,1496,3,2025-03-31
79955,1509,1,2025-01-11
45326,1518,3,2025-10-10
14142,1521,2,2025-07-02
52864,1524,2,2025-06-17
86245,1526,2,2025-09-03
44732,1532,1,2025-08-21
49524,1534,3,2025-09-18
27766,1538,3,2025-09-27
19180,1542,2,2025-01-24
86317,1546,3,2025-01-29
91264,1547,2,2025-04-14
51954,1548,1,2025-06-18
82864,1549,4,2025-10-31
8564,1557,4,2025-05-24
97450,1559,2,2025-10-04
32706,1569,1,2025-05-21
22363,1579,4,2025-01-31
57707,1580,3,2025-05-08
28044,1585,1,2025-01-05
95094,1586,2,2025-12-04
70708,1589,1,2025-02-06
42548,1594,4,2025-02-01
25313,1615,1,2025-06-01
27614,1619,2,2025-12-02
55201,1625,2,2025-03-27
33732,1639,1,2025-04-03
31574,1641,1,2025-02-04
96491,1646,1,2025-12-10
20995,1648,2,2025-02-25
93804,1650,2,2025-07-04
49728,1665,3,2025-04-30
99680,1670,4,2025-02-12
90406,1676,4,2025-12-10
90543,1678,2,2025-11-16
46123,1682,1,2025-08-17
28587,1683,2,2025-11-09
18133,1686,4,2025-12-11
30820,1689,1,2025-03-09
82924,1698,1,2025-08-16
61595,1717,3,2025-10-22
86387,1724,3,2025-12-20
24959,1730,3,2025-07-20
37375,1740,4,2025-07-29
347,1742,1,2025-12-21
62815,1744,4,2025-06-09
29551,1748,3,2025-05-08
13470,1750,2,2025-02-26
69731,1751,4,2025-12-27
79538,1763,2,2025-03-27
35396,1765,1,2025-06-17
56006,1783,2,2025-10-13
52321,1788,1,2025-04-20
94668,1796,2,2025-01-27
74660,1797,3,2025-08-12
93288,1799,3,2025-08-08
47792,1808,3,2025-03-27
71123,1816,2,2025-11-13
54980,1821,1,2025-06-21
74173,1828,4,2025-10-09
4678,1833,1,2025-05-03
94998,1836,1,2025-11-27
54010,1837,2,2025-08-26
72430,1848,2,2025-05-06
79695,1863,3,2025-12-07
83577,1868,1,2025-08-10
26053,1871,1,2025-06-08
41597,1873,2,2025-02-16
5890,1884,4,2025-03-26
25648,1888,3,2025-12-28
13992,1892,1,2025-10-01
91022,1900,4,2025-07-30
25663,1902,4,2025-04-30
57580,1911,4,2025-05-16
31030,1913,2,2025-09-19
9,1926,2,2025-05-16
14055,1929,3,2025-10-30
61371,1936,3,2025-06-22
74755,1939,4,2025-07-07
25077,1943,2,2025-06-13
52321,1945,3,2025-05-08
67444,1963,1,2025-01-02
37831,1968,3,2025-02-26
74589,1972,2,2025-07-17
48561,1979,1,2025-04-02
24895,1987,3,2025-09-14
44822,1990,4,2025-05-27
3441,1995,4,2025-05-26
55526,1999,3,2025-10-31
4942,2000,4,2025-05-23
90369,2003,1,2025-05-04
58492,2009,3,2025-09-21
11023,2020,2,2025-08-31
42479,2029,3,2025-03-21
34049,2037,3,2025-06-29
79603,2038,4,2025-01-15
38107,2045,3,2025-02-10
58043,2051,4,2025-03-02
688,2058,4,2025-04-21
15896,2064,3,2025-01-12
1425,2072,2,2025-05-12
40085,2089,2,2025-06-28
24601,2091,2,2025-09-11
91853,2093,1,2025-09-20
5556,2099,4,2025-12-29
25558,2108,4,2025-02-15
91606,2109,4,2025-10-22
27222,2110,4,2025-08-22
72500,2121,2,2025-06-24
30014,2139,3,2025-12-13
55286,2141,3,2025-12-19
35556,2151,3,2025-10-15
46738,2153,2,2025-10-26
22448,2161,4,2025-07-16
96707,2163,4,2025-03-28
2044,2168,1,2025-10-24
76967,2178,1,2025-12-14
85133,2184,2,2025-11-12
49171,2191,4,2025-07-31
68737,2193,2,2025-04-18
16841,2194,3,2025-01-30
65371,2197,4,2025-05-16
39568,2204,2,2025-01-17
90742,2208,2,2025-07-20
70518,2211,4,2025-07-08
37317,2215,2,2025-03-28
80110,2224,3,2025-10-08
29509,2234,1,2025-03-09
29300,2236,2,2025-06-09
82239,2238,3,2025-11-07
1849,2240,3,2025-10-10
43388,2244,3,2025-01-28
92529,2248,3,2025-06-10
33643,2253,1,2025-03-06
10441,2255,1,2025-02-25
26626,2259,3,2025-06-20
20695,2263,3,2025-04-15
98068,2276,1,2025-08-29
43948,2280,2,2025-04-23
47168,2281,4,2025-01-28
87588,2286,4,2025-08-15
41078,2287,1,2025-09-15
62928,2290,2,2025-07-16
27331,2304,2,2025-06-28
34044,2305,4,2025-08-24
9697,2308,1,2025-03-10
84726,2310,4,2025-11-13
82890,2324,2,2025-08-16
33228,2325,4,2025-02-26
97266,2331,3,2025-03-05
51051,2343,2,2025-12-09
81141,2344,4,2025-02-03
98824,2347,2,2025-12-09
42831,2348,4,2025-03-17
2027,2353,2,2025-02-06
57660,2361,3,2025-02-01
52179,2368,4,2025-10-13
22925,2369,3,2025-07-19
22305,2376,1,2025-06-02
29190,2382,3,2025-12-17
78865,2387,2,2025-02-24
84034,2395,3,2025-02-03
4510,2405,3,2025-01-06
30691,2410,4,2025-06-16
58901,2413,2,2025-03-07
34522,2415,1,2025-08-23
54295,2418,1,2025-01-06
98300,2419,1,2025-04-13
45296,2425,3,2025-06-10
11862,2427,3,2025-06-22
3225,2447,1,2025-12-12
1456,2450,2,2025-05-27
51625,2451,4,2025-05-18
3020,2461,2,2025-01-16
23959,2462,3,2025-11-08
9839,2466,3,2025-08-30
1768,2467,2,2025-03-14
43682,2475,3,2025-02-20
84004,2485,3,2025-05-07
94704,2492,1,2025-07-06
54313,2495,1,2025-10-02
30400,2504,3,2025-12-06
98281,2513,2,2025-02-15
97783,2517,1,2025-02-02
60869,2531,1,2025-01-23
48816,2540,2,2025-04-21
16238,2542,4,2025-04-08
15462,2543,3,2025-05-19
63642,2544,3,2025-01-04
16709,2545,1,2025-10-17
40278,2546,2,2025-10-14
24579,2557,3,2025-01-23
81163,2558,3,2025-08-06
57132,2567,2,2025-05-19
64545,2570,1,2025-12-11
49997,2586,3,2025-02-15
23610,2587,1,2025-10-27
96428,2594,4,2025-12-07
23754,2596,1,2025-08-28
20556,2602,1,2025-09-22
21783,2604,4,2025-07-23
6042,2605,3,2025-09-20
95216,2609,2,2025-07-02
85701,2618,3,2025-04-06
47803,2621,3,2025-05-19
59211,2623,4,2025-11-15
94798,2629,3,2025-02-18
77916,2630,4,2025-12-14
54673,2641,3,2025-06-04
49452,2648,3,2025-01-14
50767,2657,2,2025-05-19
89458,2658,1,2025-04-29
59742,2660,3,2025-07-02
73448,2662,2,2025-09-01
51505,2663,2,2025-06-13
26994,2666,3,2025-09-29
9348,2668,2,2025-04-15
7309,2673,1,2025-05-13
40349,2678,4,2025-04-21
65864,2679,1,2025-01-22
21416,2682,4,2025-04-15
70774,2692,2,2025-11-02
30076,2700,2,2025-12-09
26082,2708,3,2025-11-07
74556,2710,2,2025-05-07
13974,2711,4,2025-07-05
88773,2713,2,2025-10-04
35345,2733,2,2025-04-19
58264,2737,4,2025-06-10
76551,2741,4,2025-11-02
58181,2743,2,2025-12-07
17985,2745,2,2025-06-25
52834,2747,2,2025-09-08
25834,2756,4,2025-02-09
76939,2768,4,2025-01-28
39942,2773,2,2025-08-19
28886,2789,2,2025-06-16
69013,2790,3,2025-03-03
2121,2799,1,2025-03-11
56590,2817,4,2025-12-22
5746,2822,1,2025-04-06
49136,2826,1,2025-04-22
91153,2827,3,2025-12-31
61324,2835,3,2025-08-10
32298,2845,2,2025-07-25
23586,2852,1,2025-11-26
61282,2853,2,2025-03-17
13745,2856,2,2025-02-01
27590,2857,1,2025-04-12
53770,2872,1,2025-06-30
26417,2876,2,2025-07-29
53249,2881,4,2025-05-26
97016,2885,2,2025-01-08
91494,2891,3,2025-06-16
7164,2893,2,2025-02-06
56548,2896,3,2025-05-11
90541,2903,1,2025-02-06
34297,2904,2,2025-11-01
47264,2908,1,2025-04-30
36062,2930,3,2025-07-25
17209,2936,4,2025-05-18
94078,2938,3,2025-05-26
40816,2939,2,2025-06-01
35359,2940,4,2025-04-19
92673,2960,3,2025-02-07
88684,2968,4,2025-03-02
19538,2973,2,2025-10-30
34438,2975,3,2025-03-31
47644,2983,4,2025-06-02
81766,3000,1,2025-01-05
95737,3001,1,2025-01-20
7638,3007,4,2025-10-24
75012,3015,4,2025-12-08
37475,3035,2,2025-05-24
24065,3037,3,2025-07-08
17302,3043,2,2025-08-04
60821,3050,1,2025-04-19
92568,3053,3,2025-01-31
72369,3060,4,2025-08-05
70272,3067,3,2025-04-16
48909,3070,4,2025-07-16
49585,3077,4,2025-07-21
41604,3079,1,2025-11-11
68902,3086,1,2025-02-26
44719,3117,1,2025-06-03
30457,3119,2,2025-09-19
53471,3120,3,2025-08-18
74078,3136,4,2025-05-29
65082,3141,3,2025-02-20
5928,3145,4,2025-01-29
15421,3147,4,2025-07-18
34216,3150,3,2025-12-20
3502,3154,1,2025-11-26
97004,3156,3,2025-03-04
17901,3157,4,2025-05-18
27145,3165,4,2025-10-23
39118,3169,2,2025-09-04
23927,3173,2,2025-02-18
53754,3175,3,2025-05-10
48385,3178,1,2025-12-26
23538,3190,3,2025-03-26
9619,3202,2,2025-03-08
29556,3207,4,2025-08-17
19709,3210,3,2025-08-05
78077,3213,4,2025-01-25
78312,3215,3,2025-06-20
57639,3218,2,2025-08-14
67944,3219,2,2025-05-23
19241,3220,2,2025-08-18
55008,3225,3,2025-12-11
42230,3229,3,2025-01-12
20048,3236,1,2025-05-30
50828,3243,2,2025-07-02
65036,3245,2,2025-09-26
61604,3247,4,2025-08-07
32281,3249,4,2025-09-10
45363,3269,1,2025-08-02
35691,3278,1,2025-04-12
81042,3287,2,2025-07-28
28985,3290,3,2025-01-28
53220,3303,2,2025-04-11
16581,3307,3,2025-09-18
71640,3310,2,2025-10-14
93904,3316,3,2025-06-15
7890,3327,2,2025-12-20
59468,3331,4,2025-12-12
32547,3344,3,2025-03-25
53729,3347,3,2025-05-03
99513,3360,4,2025-12-05
95181,3361,2,2025-11-21
75683,3371,3,2025-01-06
21516,3374,2,2025-01-15
73956,3383,4,2025-04-21
34912,3386,2,2025-07-22
72961,3391,2,2025-11-06
24395,3392,4,2025-12-12
32321,3394,2,2025-06-23
9860,3396,3,2025-08-10
18002,3399,1,2025-05-31
21560,3401,4,2025-02-03
43832,3402,4,2025-11-23
87029,3409,3,2025-04-01
47117,3413,1,2025-03-24
98781,3435,3,2025-06-22
67056,3437,3,2025-01-06
89820,3455,4,2025-03-19
8705,3456,2,2025-06-25
41982,3465,4,2025-08-16
90362,3467,4,2025-12-03
3101,3468,1,2025-07-08
3833,3478,4,2025-01-22
65077,3499,2,2025-10-13
25346,3508,1,2025-11-29
12703,3518,1,2025-04-14
96215,3524,4,2025-11-10
66546,3525,2,2025-12-05
19757,3535,2,2025-11-07
10332,3541,4,2025-09-28
53758,3542,1,2025-03-26
13412,3545,4,2025-02-07
71034,3559,3,2025-07-11
84815,3560,3,2025-03-04
42397,3566,2,2025-06-05
63663,3572,2,2025-10-03
1384,3573,1,2025-12-18
41263,3577,3,2025-04-29
56236,3579,4,2025-05-17
56508,3588,4,2025-12-11
29120,3594,3,2025-11-10
24102,3595,1,2025-04-25
6237,3601,4,2025-08-22
42000,3607,4,2025-07-06
44493,3608,3,2025-06-08
98116,3611,3,2025-10-16
58830,3615,2,2025-06-17
11137,3617,1,2025-07-15
34009,3645,2,2025-05-24
12584,3646,1,2025-08-29
4887,3652,3,2025-01-23
77995,3661,3,2025-06-22
76878,3663,1,2025-01-06
42000,3667,4,2025-04-13
55482,3683,3,2025-01-15
32326,3684,1,2025-09-12
47937,3685,3,2025-02-24
36439,3690,2,2025-02-06
6870,3699,2,2025-06-26
68181,3710,2,2025-04-29
3544,3716,1,2025-09-26
49612,3720,2,2025-01-20
57880,3747,1,2025-10-08
83733,3751,2,2025-09-13
41733,3753,4,2025-02-07
21641,3771,4,2025-09-01
70250,3772,1,2025-08-02
22082,3779,3,2025-01-16
871,3780,2,2025-04-17
85162,3781,3,2025-11-25
71621,3808,2,2025-12-29
61503,3809,3,2025-07-24
41568,3823,1,2025-06-05
38194,3836,4,2025-12-24
74743,3853,2,2025-11-12
76737,3869,3,2025-07-21
40597,3871,3,2025-02-12
11143,3872,1,2025-07-14
4770,3892,3,2025-03-12
16262,3897,4,2025-03-06
62047,3901,1,2025-11-20
9653,3905,4,2025-06-09
72639,3908,4,2025-03-09
16181,3910,4,2025-05-10
90979,3916,4,2025-12-11
22627,3928,3,2025-06-07
50870,3933,1,2025-07-20
95697,3935,1,2025-08-05
40294,3937,3,2025-05-16
2634,3939,3,2025-01-02
16212,3942,4,2025-09-07
65556,3944,4,2025-06-27
12988,3951,3,2025-01-06
70240,3954,1,2025-12-24
10484,3967,3,2025-11-05
92469,3972,1,2025-08-14
62312,3977,4,2025-07-14
27238,3983,1,2025-03-11
67620,3988,2,2025-09-25
7310,3991,3,2025-05-05
16173,4000,3,2025-11-20
50248,4021,2,2025-12-18
66893,4034,2,2025-12-20
49484,4038,4,2025-04-04
13171,4044,1,2025-10-19
40979,4045,1,2025-05-31
17958,4056,1,2025-04-03
10317,4058,3,2025-09-14
15947,4062,2,2025-02-03
3303,4071,3,2025-10-25
15532,4086,4,2025-09-03
25409,4087,3,2025-12-02
38815,4089,1,2025-10-07
62765,4098,2,2025-02-10
66807,4104,4,2025-10-22
57655,4115,3,2025-06-22
50207,4116,1,2025-01-01
73849,4123,2,2025-09-08
51835,4128,3,2025-11-01
36438,4130,2,2025-05-18
25511,4138,3,2025-07-15
55740,4140,3,2025-11-15
81430,4146,1,2025-11-02
58711,4179,3,2025-06-14
17508,4204,4,2025-06-18
90071,4207,3,2025-08-08
74934,4211,1,2025-02-27
30221,4216,3,2025-10-19
84971,4230,1,2025-08-19
55069,4234,3,2025-02-03
40803,4238,1,2025-08-29
52495,4240,4,2025-12-18
34167,4244,4,2025-01-27
41308,4251,4,2025-03-20
58664,4258,1,2025-11-02
29226,4271,3,2025-01-16
97836,4272,4,2025-11-30
22702,4277,4,2025-03-31
71914,4282,1,2025-03-30
66153,4293,3,2025-03-04
55055,4294,4,2025-08-08
6730,4295,2,2025-10-30
15600,4309,1,2025-12-25
26171,4311,4,2025-07-22
96664,4316,4,2025-07-15
12770,4319,1,2025-04-06
56608,4322,3,2025-11-05
24134,4323,2,2025-01-05
47712,4326,4,2025-09-14
93808,4328,4,2025-09-12
63423,4334,4,2025-06-07
7262,4337,2,2025-09-05
83783,4338,4,2025-07-28
27647,4350,2,2025-01-14
6211,4359,2,2025-01-19
87065,4360,2,2025-04-27
29478,4362,4,2025-08-01
68652,4363,1,2025-03-08
77017,4364,2,2025-09-09
46792,4376,2,2025-11-02
48211,4387,3,2025-03-17
81335,4391,3,2025-12-26
2821,4393,1,2025-05-15
9693,4397,3,2025-09-26
73687,4404,1,2025-07-19
40080,4409,2,2025-10-18
90381,4418,4,2025-10-20
23549,4427,2,2025-11-03
33580,4439,3,2025-03-03
36351,4442,4,2025-10-11
45686,4446,4,2025-03-22
91686,4448,4,2025-05-13
2933,4450,2,2025-03-15
25899,4484,3,2025-05-17
96478,4485,2,2025-09-17
45786,4505,3,2025-04-19
33399,4512,2,2025-01-30
40917,4516,1,2025-10-06
8843,4518,2,2025-08-26
43016,4520,1,2025-12-02
27823,4527,1,2025-02-03
29503,4537,1,2025-05-24
66333,4543,1,2025-09-25
4969,4549,3,2025-07-29
8116,4553,2,2025-12-01
96804,4561,1,2025-04-22
65161,4562,4,2025-06-24
9081,4565,4,2025-02-25
65288,4583,1,2025-10-23
13807,4589,4,2025-07-21
6647,4595,1,2025-05-13
8868,4601,1,2025-02-14
24513,4610,1,2025-10-01
81719,4627,1,2025-07-29
66859,4645,3,2025-01-29
82334,4651,4,2025-09-20
54730,4652,4,2025-09-01
65647,4660,2,2025-01-09
4369,4663,4,2025-05-09
27669,4665,4,2025-02-02
24086,4667,3,2025-06-07
48497,4680,3,2025-06-28
69673,4681,1,2025-01-05
50489,4684,4,2025-11-10
58366,4720,3,2025-08-02
39742,4721,4,2025-06-28
71415,4722,2,2025-03-08
93819,4723,3,2025-07-24
14041,4732,1,2025-05-11
90217,4738,1,2025-08-08
16302,4750,4,2025-04-09
99729,4754,3,2025-11-11
5076,4756,2,2025-04-07
38897,4758,4,2025-08-01
24932,4780,3,2025-08-26
50825,4782,1,2025-04-20
52205,4784,3,2025-08-03
16,4787,1,2025-04-15
30671,4790,1,2025-10-11
16032,4791,2,2025-06-17
78306,4796,3,2025-01-16
25445,4797,2,2025-12-06
70628,4803,2,2025-11-05
85748,4806,3,2025-05-04
48903,4807,4,2025-03-24
22862,4818,1,2025-08-22
50844,4827,1,2025-08-30
44869,4832,4,2025-01-10
27472,4834,4,2025-07-02
51321,4835,1,2025-08-31
56119,4849,4,2025-12-26
20377,4857,1,2025-04-02
1907,4858,3,2025-02-17
21995,4859,3,2025-05-31
63384,4860,4,2025-07-12
8093,4862,4,2025-02-20
30273,4866,2,2025-11-08
15291,4870,1,2025-02-11
8761,4874,1,2025-05-02
48849,4876,1,2025-07-04
68439,4877,3,2025-04-24
39539,4879,2,2025-08-12
7672,4885,2,2025-04-01
73445,4899,4,2025-06-11
93601,4903,3,2025-11-27
761,4905,4,2025-12-04
63144,4918,3,2025-10-28
94253,4923,1,2025-05-18
14152,4924,4,2025-08-19
98732,4940,2,2025-11-03
12175,4944,3,2025-08-09
61305,4947,2,2025-01-16
82796,4950,3,2025-02-22
15165,4952,2,2025-03-23
9228,4956,2,2025-06-20
93662,4957,3,2025-02-18
55243,4958,1,2025-07-12
13710,4959,2,2025-12-29
96545,4966,1,2025-04-16
50890,4971,2,2025-02-10
79171,4974,2,2025-03-20
64427,4982,3,2025-07-26
28198,4984,3,2025-09-27
92693,4988,1,2025-10-25
68936,4994,4,2025-02-18
27447,5002,4,2025-12-31
75880,5006,4,2025-01-25
10681,5008,4,2025-07-30
10844,5011,2,2025-03-05
66554,5013,2,2025-01-28
9451,5016,1,2025-04-03
70555,5019,4,2025-10-31
53690,5024,3,2025-12-04
81966,5026,4,2025-01-01
47641,5031,4,2025-08-13
81190,5045,4,2025-01-21
73502,5052,1,2025-12-11
87674,5053,1,2025-06-12
48647,5063,4,2025-11-16
26325,5064,1,2025-12-23
14714,5067,4,2025-07-17
96037,5075,4,2025-05-07
17426,5086,2,2025-05-04
36078,5098,3,2025-01-01
33417,5113,1,2025-07-20
44732,5155,4,2025-12-23
81471,5171,3,2025-07-13
25741,5181,1,2025-09-12
33428,5190,4,2025-08-09
11644,5199,3,2025-02-04
5622,5200,4,2025-11-06
13380,5201,4,2025-12-14
90339,5204,3,2025-07-15
89973,5209,3,2025-07-27
57850,5210,2,2025-02-01
24086,5214,4,2025-04-26
65748,5224,4,2025-06-12
51441,5226,4,2025-12-17
76113,5241,3,2025-08-12
37427,5243,2,2025-08-01
6537,5253,4,2025-08-19
83796,5254,2,2025-08-26
783,5256,2,2025-09-30
45568,5278,2,2025-10-12
18430,5282,1,2025-01-22
99130,5295,3,2025-07-26
55016,5301,1,2025-12-16
72191,5303,1,2025-08-10
49107,5310,3,2025-03-18
60591,5317,3,2025-05-24
68912,5320,1,2025-04-05
51524,5321,2,2025-10-21
11589,5328,2,2025-08-17
28660,5331,4,2025-05-08
17789,5349,3,2025-10-03
21017,5356,4,2025-01-07
64999,5362,3,2025-04-15
1706,5376,1,2025-11-17
60753,5380,4,2025-02-16
88440,5393,4,2025-12-28
28412,5394,2,2025-02-02
13439,5402,4,2025-04-15
37103,5403,2,2025-12-12
72962,5404,3,2025-01-18
94614,5406,4,2025-03-16
57206,5420,3,2025-03-24
56486,5423,1,2025-01-31
84808,5424,4,2025-05-02
19438,5429,4,2025-08-08
49480,5431,3,2025-01-31
49621,5437,3,2025-08-07
20090,5445,3,2025-04-16
70407,5446,1,2025-10-04
18270,5460,4,2025-05-30
21555,5461,1,2025-01-24
24482,5463,1,2025-06-08
77684,5468,1,2025-12-03
51901,5478,4,2025-06-07
25818,5479,3,2025-05-26
67051,5482,1,2025-09-18
52130,5488,1,2025-04-27
84956,5490,2,2025-09-02
72581,5526,4,2025-08-01
97262,5552,2,2025-04-13
50565,5568,3,2025-04-21
6380,5570,3,2025-10-06
82653,5579,3,2025-10-23
48147,5582,2,2025-06-10
52046,5583,1,2025-03-07
81681,5586,2,2025-12-31
99338,5588,4,2025-03-13
76581,5590,4,2025-01-26
27507,5595,3,2025-09-15
49466,5596,3,2025-08-15
